split,seed,episode_id,method,success,task_success_rate,completed_tasks,total_tasks,future_regret,commitment_violation,risk_proxy,base_collision,arm_collision,swing_block,approach_occlusion,reposition_count,path_length,aisle_trap_events,swing_block_events,approach_occlusion_events,relocation_dead_end_events,aisle_width,clutter_density,future_ambiguity,relocation_pressure,failure_label,description,ablation
combined_long_horizon,0,0,spatial_commitment_tree_search_v5,0,0.40000,2,5,1,1,1.00000,0,0,0,0,2,3.13998,0,1,0,0,0.66597,0.38813,0.27825,0.34719,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",spatial_commitment_v5_full
combined_long_horizon,0,0,reachability_margin_sampler,0,0.40000,2,5,1,1,1.00000,0,0,0,0,2,3.13998,0,1,0,0,0.66597,0.38813,0.27825,0.34719,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",no_future_loss
combined_long_horizon,0,0,no_commitment_state,0,0.40000,2,5,1,0,1.00000,0,0,0,0,2,3.13998,0,0,0,0,0.66597,0.38813,0.27825,0.34719,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",no_commitment_state
combined_long_horizon,0,0,beam_search_sequence_planner,0,0.40000,2,5,1,1,1.00000,0,0,0,0,2,3.13998,0,1,0,0,0.66597,0.38813,0.27825,0.34719,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",no_backtracking
combined_long_horizon,0,0,robust_backtracking_tamp,0,0.40000,2,5,1,1,1.00000,0,0,0,0,2,3.13998,0,1,0,0,0.66597,0.38813,0.27825,0.34719,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",no_beam_diversity
combined_long_horizon,0,0,receding_horizon_tamp,0,0.40000,2,5,1,1,1.00000,0,0,0,0,2,3.13998,0,1,0,0,0.66597,0.38813,0.27825,0.34719,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",one_step_only
combined_long_horizon,0,0,commitment_cost_planner_v4,0,0.40000,2,5,1,1,1.00000,0,0,0,0,2,3.13998,0,1,0,0,0.66597,0.38813,0.27825,0.34719,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",no_swing_cost
combined_long_horizon,0,0,commitment_cost_planner_v4,0,0.40000,2,5,1,1,1.00000,0,0,0,0,2,3.13998,0,1,0,0,0.66597,0.38813,0.27825,0.34719,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",no_aisle_cost
combined_long_horizon,0,0,commitment_cost_planner_v4,0,0.40000,2,5,1,1,1.00000,0,0,0,0,2,3.13998,0,1,0,0,0.66597,0.38813,0.27825,0.34719,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",no_occlusion_cost
combined_long_horizon,0,0,exact_sequence_oracle,0,0.40000,2,5,1,1,1.00000,0,0,0,0,2,3.13998,0,1,0,0,0.66597,0.38813,0.27825,0.34719,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",oracle_handoff
combined_long_horizon,0,1,spatial_commitment_tree_search_v5,0,0.00000,0,5,1,0,1.00000,0,0,0,0,0,0.00000,0,0,0,0,0.65221,0.72497,0.36702,0.38464,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",spatial_commitment_v5_full
combined_long_horizon,0,1,reachability_margin_sampler,0,0.00000,0,5,1,0,1.00000,0,0,0,0,0,0.00000,0,0,0,0,0.65221,0.72497,0.36702,0.38464,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",no_future_loss
combined_long_horizon,0,1,no_commitment_state,0,0.00000,0,5,1,0,1.00000,0,0,0,0,0,0.00000,0,0,0,0,0.65221,0.72497,0.36702,0.38464,no_feasible_base_pose,"aisle, swing, clutter, relocation, and long-horizon commitments",no_commitment_state
